floor,date,hour,avg_num,total
T1 장기 P1 주차장,2021-11-02,9,2653,2762
T1 장기 P1 주차타워,2021-11-02,9,710,1374
T1 장기 P2 주차장,2021-11-02,9,657,2592
T1 장기 P2 주차타워,2021-11-02,9,245,1375
T1 장기 P3 주차장,2021-11-02,9,0,0
T1 예약주차장,2021-11-02,9,1247,1382
T2 장기 주차장,2021-11-02,9,707,2847
T2 예약 주차장,2021-11-02,9,176,936
T1 단기주차장지상층,2021-11-02,10,333,993
T1 단기주차장지하1층,2021-11-02,10,863,973
T1 단기주차장지하2층,2021-11-02,10,1198,1339
T2 단기주차장지상1층,2021-11-02,10,623,988
T2 단기주차장지상2층,2021-11-02,10,340,470
T2 단기주차장지상3층,2021-11-02,10,346,448
T2 단기주차장지상4층,2021-11-02,10,53,486
T2 단기주차장지하M층,2021-11-02,10,392,751
T1 장기 P1 주차장,2021-11-02,10,2265,2762
T1 장기 P1 주차타워,2021-11-02,10,1265,1374
T1 장기 P2 주차장,2021-11-02,10,637,2592
T1 장기 P2 주차타워,2021-11-02,10,590,1375
T1 장기 P3 주차장,2021-11-02,10,0,0
T1 예약주차장,2021-11-02,10,993,1382
T2 장기 주차장,2021-11-02,10,1840,2847
T2 예약 주차장,2021-11-02,10,575,936
T1 단기주차장지상층,2021-11-02,11,817,993
T1 단기주차장지하1층,2021-11-02,11,842,973
T1 단기주차장지하2층,2021-11-02,11,758,1339
T2 단기주차장지상1층,2021-11-02,11,69,988
T2 단기주차장지상2층,2021-11-02,11,80,470
T2 단기주차장지상3층,2021-11-02,11,40,448
T2 단기주차장지상4층,2021-11-02,11,354,486
T2 단기주차장지하M층,2021-11-02,11,329,751
T1 장기 P1 주차장,2021-11-02,11,2714,2762
T1 장기 P1 주차타워,2021-11-02,11,302,1374
T1 장기 P2 주차장,2021-11-02,11,1141,2592
T1 장기 P2 주차타워,2021-11-02,11,98,1375
T1 장기 P3 주차장,2021-11-02,11,0,0
T1 예약주차장,2021-11-02,11,934,1382
T2 장기 주차장,2021-11-02,11,1112,2847
T2 예약 주차장,2021-11-02,11,660,936
T1 단기주차장지상층,2021-11-02,12,715,993
T1 단기주차장지하1층,2021-11-02,12,73,973
T1 단기주차장지하2층,2021-11-02,12,1322,1339
T2 단기주차장지상1층,2021-11-02,12,440,988
T2 단기주차장지상2층,2021-11-02,12,337,470
T2 단기주차장지상3층,2021-11-02,12,445,448
T2 단기주차장지상4층,2021-11-02,12,287,486
T2 단기주차장지하M층,2021-11-02,12,442,751
T1 장기 P1 주차장,2021-11-02,12,2650,2762
T1 장기 P1 주차타워,2021-11-02,12,1034,1374
T1 장기 P2 주차장,2021-11-02,12,1479,2592
T1 장기 P2 주차타워,2021-11-02,12,718,1375
T1 장기 P3 주차장,2021-11-02,12,0,0
T1 예약주차장,2021-11-02,12,850,1382
T2 장기 주차장,2021-11-02,12,1046,2847
T2 예약 주차장,2021-11-02,12,263,936
T1 단기주차장지상층,2021-11-02,13,185,993
T1 단기주차장지하1층,2021-11-02,13,452,973
T1 단기주차장지하2층,2021-11-02,13,1071,1339
T2 단기주차장지상1층,2021-11-02,13,343,988
T2 단기주차장지상2층,2021-11-02,13,357,470
T2 단기주차장지상3층,2021-11-02,13,77,448
T2 단기주차장지상4층,2021-11-02,13,368,486
T2 단기주차장지하M층,2021-11-02,13,425,751
T1 장기 P1 주차장,2021-11-02,13,2482,2762
T1 장기 P1 주차타워,2021-11-02,13,1216,1374
T1 장기 P2 주차장,2021-11-02,13,285,2592
T1 장기 P2 주차타워,2021-11-02,13,1229,1375
T1 장기 P3 주차장,2021-11-02,13,0,0
T1 예약주차장,2021-11-02,13,544,1382
T2 장기 주차장,2021-11-02,13,1729,2847
T2 예약 주차장,2021-11-02,13,23,936
T1 단기주차장지상층,2021-11-02,14,399,993
T1 단기주차장지하1층,2021-11-02,14,816,973
T1 단기주차장지하2층,2021-11-02,14,108,1339
T2 단기주차장지상1층,2021-11-02,14,302,988
T2 단기주차장지상2층,2021-11-02,14,342,470
T2 단기주차장지상3층,2021-11-02,14,338,448
T2 단기주차장지상4층,2021-11-02,14,191,486
T2 단기주차장지하M층,2021-11-02,14,610,751
T1 장기 P1 주차장,2021-11-02,14,1900,2762
T1 장기 P1 주차타워,2021-11-02,14,245,1374
T1 장기 P2 주차장,2021-11-02,14,420,2592
T1 장기 P2 주차타워,2021-11-02,14,677,1375
T1 장기 P3 주차장,2021-11-02,14,0,0
T1 예약주차장,2021-11-02,14,532,1382
T2 장기 주차장,2021-11-02,14,2062,2847
T2 예약 주차장,2021-11-02,14,19,936
T1 단기주차장지상층,2021-11-02,15,637,993
T1 단기주차장지하1층,2021-11-02,15,269,973
T1 단기주차장지하2층,2021-11-02,15,122,1339
T2 단기주차장지상1층,2021-11-02,15,140,988
T2 단기주차장지상2층,2021-11-02,15,71,470
T2 단기주차장지상3층,2021-11-02,15,296,448
T2 단기주차장지상4층,2021-11-02,15,310,486
T2 단기주차장지하M층,2021-11-02,15,22,751
T1 장기 P1 주차장,2021-11-02,15,2231,2762
T1 장기 P1 주차타워,2021-11-02,15,498,1374
T1 장기 P2 주차장,2021-11-02,15,1895,2592
T1 장기 P2 주차타워,2021-11-02,15,194,1375
T1 장기 P3 주차장,2021-11-02,15,0,0
T1 예약주차장,2021-11-02,15,350,1382
T2 장기 주차장,2021-11-02,15,640,2847
T2 예약 주차장,2021-11-02,15,185,936
T1 단기주차장지상층,2021-11-02,16,750,993
T1 단기주차장지하1층,2021-11-02,16,434,973
T1 단기주차장지하2층,2021-11-02,16,211,1339
T2 단기주차장지상1층,2021-11-02,16,37,988
T2 단기주차장지상2층,2021-11-02,16,456,470
T2 단기주차장지상3층,2021-11-02,16,1,448
T2 단기주차장지상4층,2021-11-02,16,308,486
T2 단기주차장지하M층,2021-11-02,16,458,751
T1 장기 P1 주차장,2021-11-02,16,476,2762
T1 장기 P1 주차타워,2021-11-02,16,1267,1374
T1 장기 P2 주차장,2021-11-02,16,2166,2592
T1 장기 P2 주차타워,2021-11-02,16,528,1375
T1 장기 P3 주차장,2021-11-02,16,0,0
T1 예약주차장,2021-11-02,16,872,1382
T2 장기 주차장,2021-11-02,16,1016,2847
T2 예약 주차장,2021-11-02,16,285,936
T1 단기주차장지상층,2021-11-02,17,25,993
T1 단기주차장지하1층,2021-11-02,17,487,973
T1 단기주차장지하2층,2021-11-02,17,645,1339
T2 단기주차장지상1층,2021-11-02,17,254,988
T2 단기주차장지상2층,2021-11-02,17,343,470
T2 단기주차장지상3층,2021-11-02,17,268,448
T2 단기주차장지상4층,2021-11-02,17,356,486
T2 단기주차장지하M층,2021-11-02,17,131,751
T1 장기 P1 주차장,2021-11-02,17,1979,2762
T1 장기 P1 주차타워,2021-11-02,17,139,1374
T1 장기 P2 주차장,2021-11-02,17,463,2592
T1 장기 P2 주차타워,2021-11-02,17,1243,1375
T1 장기 P3 주차장,2021-11-02,17,0,0
T1 예약주차장,2021-11-02,17,1032,1382
T2 장기 주차장,2021-11-02,17,2187,2847
T2 예약 주차장,2021-11-02,17,421,936
T1 단기주차장지상층,2021-11-02,18,956,993
T1 단기주차장지하1층,2021-11-02,18,132,973
T1 단기주차장지하2층,2021-11-02,18,692,1339
T2 단기주차장지상1층,2021-11-02,18,405,988
T2 단기주차장지상2층,2021-11-02,18,286,470
T2 단기주차장지상3층,2021-11-02,18,168,448
T2 단기주차장지상4층,2021-11-02,18,78,486
T2 단기주차장지하M층,2021-11-02,18,114,751
T1 장기 P1 주차장,2021-11-02,18,1460,2762
T1 장기 P1 주차타워,2021-11-02,18,775,1374
T1 장기 P2 주차장,2021-11-02,18,41,2592
T1 장기 P2 주차타워,2021-11-02,18,258,1375
T1 장기 P3 주차장,2021-11-02,18,0,0
T1 예약주차장,2021-11-02,18,443,1382
T2 장기 주차장,2021-11-02,18,583,2847
T2 예약 주차장,2021-11-02,18,341,936
T1 단기주차장지상층,2021-11-02,19,342,993
T1 단기주차장지하1층,2021-11-02,19,539,973
T1 단기주차장지하2층,2021-11-02,19,421,1339
T2 단기주차장지상1층,2021-11-02,19,342,988
T2 단기주차장지상2층,2021-11-02,19,92,470
T2 단기주차장지상3층,2021-11-02,19,381,448
T2 단기주차장지상4층,2021-11-02,19,472,486
T2 단기주차장지하M층,2021-11-02,19,222,751
T1 장기 P1 주차장,2021-11-02,19,2002,2762
T1 장기 P1 주차타워,2021-11-02,19,535,1374
T1 장기 P2 주차장,2021-11-02,19,671,2592
T1 장기 P2 주차타워,2021-11-02,19,1146,1375
T1 장기 P3 주차장,2021-11-02,19,0,0
T1 예약주차장,2021-11-02,19,712,1382
T2 장기 주차장,2021-11-02,19,394,2847
T2 예약 주차장,2021-11-02,19,106,936
T1 단기주차장지상층,2021-11-02,20,17,993
T1 단기주차장지하1층,2021-11-02,20,883,973
T1 단기주차장지하2층,2021-11-02,20,797,1339
T2 단기주차장지상1층,2021-11-02,20,709,988
T2 단기주차장지상2층,2021-11-02,20,398,470
T2 단기주차장지상3층,2021-11-02,20,203,448
T2 단기주차장지상4층,2021-11-02,20,466,486
T2 단기주차장지하M층,2021-11-02,20,149,751
T1 장기 P1 주차장,2021-11-02,20,1232,2762
T1 장기 P1 주차타워,2021-11-02,20,524,1374
T1 장기 P2 주차장,2021-11-02,20,1351,2592
T1 장기 P2 주차타워,2021-11-02,20,34,1375
T1 장기 P3 주차장,2021-11-02,20,0,0
T1 예약주차장,2021-11-02,20,1227,1382
T2 장기 주차장,2021-11-02,20,389,2847
T2 예약 주차장,2021-11-02,20,497,936
T1 단기주차장지상층,2021-11-02,21,791,993
T1 단기주차장지하1층,2021-11-02,21,469,973
T1 단기주차장지하2층,2021-11-02,21,1029,1339
T2 단기주차장지상1층,2021-11-02,21,441,988
T2 단기주차장지상2층,2021-11-02,21,399,470
T2 단기주차장지상3층,2021-11-02,21,199,448
T2 단기주차장지상4층,2021-11-02,21,115,486
T2 단기주차장지하M층,2021-11-02,21,83,751
T1 장기 P1 주차장,2021-11-02,21,90,2762
T1 장기 P1 주차타워,2021-11-02,21,1272,1374
T1 장기 P2 주차장,2021-11-02,21,569,2592
T1 장기 P2 주차타워,2021-11-02,21,837,1375
T1 장기 P3 주차장,2021-11-02,21,0,0
T1 예약주차장,2021-11-02,21,552,1382
T2 장기 주차장,2021-11-02,21,1880,2847
T2 예약 주차장,2021-11-02,21,836,936
T1 단기주차장지상층,2021-11-02,22,158,993
T1 단기주차장지하1층,2021-11-02,22,435,973
T1 단기주차장지하2층,2021-11-02,22,1026,1339
T2 단기주차장지상1층,2021-11-02,22,783,988
T2 단기주차장지상2층,2021-11-02,22,237,470
T2 단기주차장지상3층,2021-11-02,22,420,448
T2 단기주차장지상4층,2021-11-02,22,291,486
T2 단기주차장지하M층,2021-11-02,22,568,751
T1 장기 P1 주차장,2021-11-02,22,726,2762
T1 장기 P1 주차타워,2021-11-02,22,603,1374
T1 장기 P2 주차장,2021-11-02,22,859,2592
T1 장기 P2 주차타워,2021-11-02,22,534,1375
T1 장기 P3 주차장,2021-11-02,22,0,0
T1 예약주차장,2021-11-02,22,290,1382
T2 장기 주차장,2021-11-02,22,2505,2847
T2 예약 주차장,2021-11-02,22,194,936
T1 단기주차장지상층,2021-11-02,23,544,993
T1 단기주차장지하1층,2021-11-02,23,279,973
T1 단기주차장지하2층,2021-11-02,23,413,1339
T2 단기주차장지상1층,2021-11-02,23,327,988
T2 단기주차장지상2층,2021-11-02,23,418,470
T2 단기주차장지상3층,2021-11-02,23,245,448
T2 단기주차장지상4층,2021-11-02,23,453,486
T2 단기주차장지하M층,2021-11-02,23,718,751
T1 장기 P1 주차장,2021-11-02,23,1199,2762
T1 장기 P1 주차타워,2021-11-02,23,452,1374
T1 장기 P2 주차장,2021-11-02,23,1933,2592
T1 장기 P2 주차타워,2021-11-02,23,122,1375
T1 장기 P3 주차장,2021-11-02,23,0,0
T1 예약주차장,2021-11-02,23,826,1382
T2 장기 주차장,2021-11-02,23,2311,2847
T2 예약 주차장,2021-11-02,23,897,936
T1 단기주차장지상층,2021-11-03,0,283,993
T1 단기주차장지하1층,2021-11-03,0,82,973
T1 단기주차장지하2층,2021-11-03,0,623,1339
T2 단기주차장지상1층,2021-11-03,0,874,988
T2 단기주차장지상2층,2021-11-03,0,74,470
T2 단기주차장지상3층,2021-11-03,0,346,448
T2 단기주차장지상4층,2021-11-03,0,89,486
T2 단기주차장지하M층,2021-11-03,0,331,751
T1 장기 P1 주차장,2021-11-03,0,2437,2762
T1 장기 P1 주차타워,2021-11-03,0,15,1374
T1 장기 P2 주차장,2021-11-03,0,1576,2592
T1 장기 P2 주차타워,2021-11-03,0,183,1375
T1 장기 P3 주차장,2021-11-03,0,0,0
T1 예약주차장,2021-11-03,0,230,1382
T2 장기 주차장,2021-11-03,0,2029,2847
T2 예약 주차장,2021-11-03,0,249,936
T1 단기주차장지상층,2021-11-03,1,952,993
T1 단기주차장지하1층,2021-11-03,1,538,973
T1 단기주차장지하2층,2021-11-03,1,1328,1339
T2 단기주차장지상1층,2021-11-03,1,859,988
T2 단기주차장지상2층,2021-11-03,1,296,470
T2 단기주차장지상3층,2021-11-03,1,424,448
T2 단기주차장지상4층,2021-11-03,1,264,486
T2 단기주차장지하M층,2021-11-03,1,545,751
T1 장기 P1 주차장,2021-11-03,1,1060,2762
T1 장기 P1 주차타워,2021-11-03,1,1222,1374
T1 장기 P2 주차장,2021-11-03,1,67,2592
T1 장기 P2 주차타워,2021-11-03,1,207,1375
T1 장기 P3 주차장,2021-11-03,1,0,0
T1 예약주차장,2021-11-03,1,1100,1382
T2 장기 주차장,2021-11-03,1,773,2847
T2 예약 주차장,2021-11-03,1,840,936
T1 단기주차장지상층,2021-11-03,2,635,993
T1 단기주차장지하1층,2021-11-03,2,113,973
T1 단기주차장지하2층,2021-11-03,2,1252,1339
T2 단기주차장지상1층,2021-11-03,2,860,988
T2 단기주차장지상2층,2021-11-03,2,161,470
T2 단기주차장지상3층,2021-11-03,2,441,448
T2 단기주차장지상4층,2021-11-03,2,117,486
T2 단기주차장지하M층,2021-11-03,2,662,751
T1 장기 P1 주차장,2021-11-03,2,861,2762
T1 장기 P1 주차타워,2021-11-03,2,1146,1374
T1 장기 P2 주차장,2021-11-03,2,445,2592
T1 장기 P2 주차타워,2021-11-03,2,252,1375
T1 장기 P3 주차장,2021-11-03,2,0,0
T1 예약주차장,2021-11-03,2,1334,1382
T2 장기 주차장,2021-11-03,2,163,2847
T2 예약 주차장,2021-11-03,2,771,936
T1 단기주차장지상층,2021-11-03,3,945,993
T1 단기주차장지하1층,2021-11-03,3,144,973
T1 단기주차장지하2층,2021-11-03,3,1029,1339
T2 단기주차장지상1층,2021-11-03,3,218,988
T2 단기주차장지상2층,2021-11-03,3,351,470
T2 단기주차장지상3층,2021-11-03,3,64,448
T2 단기주차장지상4층,2021-11-03,3,328,486
T2 단기주차장지하M층,2021-11-03,3,423,751
T1 장기 P1 주차장,2021-11-03,3,474,2762
T1 장기 P1 주차타워,2021-11-03,3,98,1374
T1 장기 P2 주차장,2021-11-03,3,926,2592
T1 장기 P2 주차타워,2021-11-03,3,1183,1375
T1 장기 P3 주차장,2021-11-03,3,0,0
T1 예약주차장,2021-11-03,3,1348,1382
T2 장기 주차장,2021-11-03,3,2601,2847
T2 예약 주차장,2021-11-03,3,109,936
T1 단기주차장지상층,2021-11-03,4,2,993
T1 단기주차장지하1층,2021-11-03,4,111,973
T1 단기주차장지하2층,2021-11-03,4,610,1339
T2 단기주차장지상1층,2021-11-03,4,660,988
T2 단기주차장지상2층,2021-11-03,4,138,470
T2 단기주차장지상3층,2021-11-03,4,348,448
T2 단기주차장지상4층,2021-11-03,4,270,486
T2 단기주차장지하M층,2021-11-03,4,48,751
T1 장기 P1 주차장,2021-11-03,4,521,2762
T1 장기 P1 주차타워,2021-11-03,4,379,1374
T1 장기 P2 주차장,2021-11-03,4,2137,2592
T1 장기 P2 주차타워,2021-11-03,4,19,1375
T1 장기 P3 주차장,2021-11-03,4,0,0
T1 예약주차장,2021-11-03,4,1006,1382
T2 장기 주차장,2021-11-03,4,1385,2847
T2 예약 주차장,2021-11-03,4,363,936
T1 단기주차장지상층,2021-11-03,5,483,993
T1 단기주차장지하1층,2021-11-03,5,788,973
T1 단기주차장지하2층,2021-11-03,5,688,1339
T2 단기주차장지상1층,2021-11-03,5,934,988
T2 단기주차장지상2층,2021-11-03,5,234,470
T2 단기주차장지상3층,2021-11-03,5,268,448
T2 단기주차장지상4층,2021-11-03,5,336,486
T2 단기주차장지하M층,2021-11-03,5,742,751
T1 장기 P1 주차장,2021-11-03,5,1316,2762
T1 장기 P1 주차타워,2021-11-03,5,1306,1374
T1 장기 P2 주차장,2021-11-03,5,2525,2592
T1 장기 P2 주차타워,2021-11-03,5,902,1375
T1 장기 P3 주차장,2021-11-03,5,0,0
T1 예약주차장,2021-11-03,5,164,1382
T2 장기 주차장,2021-11-03,5,1262,2847
T2 예약 주차장,2021-11-03,5,104,936
T1 단기주차장지상층,2021-11-03,6,760,993
T1 단기주차장지하1층,2021-11-03,6,609,973
T1 단기주차장지하2층,2021-11-03,6,554,1339
T2 단기주차장지상1층,2021-11-03,6,496,988
T2 단기주차장지상2층,2021-11-03,6,190,470
T2 단기주차장지상3층,2021-11-03,6,347,448
T2 단기주차장지상4층,2021-11-03,6,236,486
T2 단기주차장지하M층,2021-11-03,6,631,751
T1 장기 P1 주차장,2021-11-03,6,1087,2762
T1 장기 P1 주차타워,2021-11-03,6,778,1374
T1 장기 P2 주차장,2021-11-03,6,1935,2592
T1 장기 P2 주차타워,2021-11-03,6,53,1375
T1 장기 P3 주차장,2021-11-03,6,0,0
T1 예약주차장,2021-11-03,6,1294,1382
T2 장기 주차장,2021-11-03,6,1410,2847
T2 예약 주차장,2021-11-03,6,225,936
T1 단기주차장지상층,2021-11-03,7,934,993
T1 단기주차장지하1층,2021-11-03,7,91,973
T1 단기주차장지하2층,2021-11-03,7,114,1339
T2 단기주차장지상1층,2021-11-03,7,700,988
T2 단기주차장지상2층,2021-11-03,7,99,470
T2 단기주차장지상3층,2021-11-03,7,350,448
T2 단기주차장지상4층,2021-11-03,7,165,486
T2 단기주차장지하M층,2021-11-03,7,257,751
T1 장기 P1 주차장,2021-11-03,7,714,2762
T1 장기 P1 주차타워,2021-11-03,7,971,1374
T1 장기 P2 주차장,2021-11-03,7,1243,2592
T1 장기 P2 주차타워,2021-11-03,7,544,1375
T1 장기 P3 주차장,2021-11-03,7,0,0
T1 예약주차장,2021-11-03,7,1261,1382
T2 장기 주차장,2021-11-03,7,144,2847
T2 예약 주차장,2021-11-03,7,206,936
T1 단기주차장지상층,2021-11-03,8,766,993
T1 단기주차장지하1층,2021-11-03,8,627,973
T1 단기주차장지하2층,2021-11-03,8,339,1339
T2 단기주차장지상1층,2021-11-03,8,239,988
T2 단기주차장지상2층,2021-11-03,8,109,470
T2 단기주차장지상3층,2021-11-03,8,332,448
T2 단기주차장지상4층,2021-11-03,8,305,486
T2 단기주차장지하M층,2021-11-03,8,414,751
T1 장기 P1 주차장,2021-11-03,8,1899,2762
T1 장기 P1 주차타워,2021-11-03,8,484,1374
T1 장기 P2 주차장,2021-11-03,8,574,2592
T1 장기 P2 주차타워,2021-11-03,8,1205,1375
T1 장기 P3 주차장,2021-11-03,8,0,0
T1 예약주차장,2021-11-03,8,491,1382
T2 장기 주차장,2021-11-03,8,699,2847
T2 예약 주차장,2021-11-03,8,842,936
T1 단기주차장지상층,2021-11-03,9,966,993
T1 단기주차장지하1층,2021-11-03,9,93,973
T1 단기주차장지하2층,2021-11-03,9,1004,1339
T2 단기주차장지상1층,2021-11-03,9,474,988
T2 단기주차장지상2층,2021-11-03,9,337,470
T2 단기주차장지상3층,2021-11-03,9,268,448
T2 단기주차장지상4층,2021-11-03,9,341,486
T2 단기주차장지하M층,2021-11-03,9,51,751
T1 장기 P1 주차장,2021-11-03,9,1043,2762
T1 장기 P1 주차타워,2021-11-03,9,1361,1374
T1 장기 P2 주차장,2021-11-03,9,978,2592
T1 장기 P2 주차타워,2021-11-03,9,1227,1375
T1 장기 P3 주차장,2021-11-03,9,0,0
T1 예약주차장,2021-11-03,9,630,1382
T2 장기 주차장,2021-11-03,9,2169,2847
T2 예약 주차장,2021-11-03,9,826,936
T1 단기주차장지상층,2021-11-03,10,557,993
T1 단기주차장지하1층,2021-11-03,10,11,973
T1 단기주차장지하2층,2021-11-03,10,1096,1339
T2 단기주차장지상1층,2021-11-03,10,186,988
T2 단기주차장지상2층,2021-11-03,10,301,470
T2 단기주차장지상3층,2021-11-03,10,72,448
T2 단기주차장지상4층,2021-11-03,10,75,486
T2 단기주차장지하M층,2021-11-03,10,44,751
T1 장기 P1 주차장,2021-11-03,10,1346,2762
T1 장기 P1 주차타워,2021-11-03,10,262,1374
T1 장기 P2 주차장,2021-11-03,10,1667,2592
T1 장기 P2 주차타워,2021-11-03,10,211,1375
T1 장기 P3 주차장,2021-11-03,10,0,0
T1 예약주차장,2021-11-03,10,1086,1382
T2 장기 주차장,2021-11-03,10,272,2847
T2 예약 주차장,2021-11-03,10,308,936
T1 단기주차장지상층,2021-11-03,11,60,993
T1 단기주차장지하1층,2021-11-03,11,779,973
T1 단기주차장지하2층,2021-11-03,11,648,1339
T2 단기주차장지상1층,2021-11-03,11,589,988
